instructor,rmp_rating,rmp_difficulty,rmp_num_ratings,rmp_take_again,rmp_url,rmp_dept,rmp_tags
"LIU, HAOYANG",3.3,3.5,4,50%,https://www.ratemyprofessors.com/professor/3150367,Mathematics,"TOUGH GRADER, CLEAR GRADING CRITERIA, LOTS OF HOMEWORK, CARING"
"CHIANG, HUNG",3.3,3.0,3,66%,https://www.ratemyprofessors.com/professor/3125688,Mathematics,"EXTRA CREDIT, GRADED BY FEW THINGS, TOUGH GRADER, PARTICIPATION MATTERS, LOTS OF HOMEWORK"
"MORALES, HELEN",4.2,2.0,88,91%,https://www.ratemyprofessors.com/professor/1406022,Classics,"CLEAR GRADING CRITERIA, AMAZING LECTURES, GET READY TO READ, HILARIOUS, RESPECTED, GRADED BY FEW THINGS"
"O'CONNOR, ALICE",4.0,3.3,68,65%,https://www.ratemyprofessors.com/professor/41969,History,"GET READY TO READ, TOUGH GRADER, AMAZING LECTURES, GRADED BY FEW THINGS, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK"
"AZARENKO, OLGA",2.8,3.8,64,51%,https://www.ratemyprofessors.com/professor/2612875,Biology,"LECTURE HEAVY, TEST HEAVY, TOUGH GRADER, GROUP PROJECTS, EXTRA CREDIT, CLEAR GRADING CRITERIA, HILARIOUS"
"JARRETT, GREG",4.0,3.2,46,81%,https://www.ratemyprofessors.com/professor/1677243,Religion,"GET READY TO READ, PARTICIPATION MATTERS, HILARIOUS, AMAZING LECTURES, SKIP CLASS? YOU WON'T PASS., TEST HEAVY"
"FALASCA, SIMONETTA",3.7,2.9,28,57%,https://www.ratemyprofessors.com/professor/584099,Sociology,"GET READY TO READ, LECTURE HEAVY, CARING, GRADED BY FEW THINGS, TOUGH GRADER, CLEAR GRADING CRITERIA, TEST HEAVY"
"MELNICK, ROSS",4.6,2.6,13,85%,https://www.ratemyprofessors.com/professor/1824808,Film,"GIVES GOOD FEEDBACK, CARING, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, AMAZING LECTURES, INSPIRATIONAL, HILARIOUS, RESPECTED"
"DAMLUJI, MONA",3.7,2.9,10,70%,https://www.ratemyprofessors.com/professor/2470697,Film,"PARTICIPATION MATTERS, AMAZING LECTURES, CLEAR GRADING CRITERIA, SO MANY PAPERS, GIVES GOOD FEEDBACK, LECTURE HEAVY, CARING, ACCESSIBLE OUTSIDE CLASS, LOTS OF HOMEWORK"
"JENKINS, CHRIS",3.6,2.6,7,66%,https://www.ratemyprofessors.com/professor/2023910,Film,"GROUP PROJECTS, RESPECTED, GRADED BY FEW THINGS, GIVES GOOD FEEDBACK, TOUGH GRADER, PARTICIPATION MATTERS, LOTS OF HOMEWORK, CARING"
"XIAO, TING",1.7,3.3,6,N/A,https://www.ratemyprofessors.com/professor/3129097,Business,"GROUP PROJECTS, TOUGH GRADER, PARTICIPATION MATTERS, LECTURE HEAVY, GRADED BY FEW THINGS, EXTRA CREDIT"
"BOURNE, JANET",4.7,2.3,3,100%,https://www.ratemyprofessors.com/professor/2444287,Music,"GET READY TO READ, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, CARING, LECTURE HEAVY, GRADED BY FEW THINGS"
"ROTTNER, RENNE",4.0,2.7,3,66%,https://www.ratemyprofessors.com/professor/2880516,Business,"CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS"
"CALDWELL, SARA",4.5,2.5,2,100%,https://www.ratemyprofessors.com/professor/3109103,Film,"TOUGH GRADER, GET READY TO READ, GIVES GOOD FEEDBACK, HILARIOUS, LECTURE HEAVY"
"FREUND, ERNEST",4.4,2.9,228,87%,https://www.ratemyprofessors.com/professor/164131,Physics,"HILARIOUS, TEST HEAVY, RESPECTED, AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, ACCESSIBLE OUTSIDE CLASS, GRADED BY FEW THINGS, GET READY TO READ"
"STRATHMAN,  BRENT",3.4,4.2,107,49%,https://www.ratemyprofessors.com/professor/1991902,Political Science,"GET READY TO READ, TOUGH GRADER, AMAZING LECTURES, LECTURE HEAVY, RESPECTED, GRADED BY FEW THINGS"
"BERGSTROM, RANDY",3.9,3.1,99,51%,https://www.ratemyprofessors.com/professor/54750,History,"GET READY TO READ, RESPECTED, HILARIOUS, GRADED BY FEW THINGS, SKIP CLASS? YOU WON'T PASS., GIVES GOOD FEEDBACK, CARING, AMAZING LECTURES, PARTICIPATION MATTERS, LECTURE HEAVY"
"KITTLER, WOLF",2.7,2.7,91,32%,https://www.ratemyprofessors.com/professor/666453,Languages,"GET READY TO READ, GRADED BY FEW THINGS, LECTURE HEAVY, BEWARE OF POP QUIZZES, CARING, CLEAR GRADING CRITERIA"
"SCUDDER, SAMANTHA",4.7,2.7,56,92%,https://www.ratemyprofessors.com/professor/2669812,Psychology,"AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, ACCESSIBLE OUTSIDE CLASS, INSPIRATIONAL, LECTURE HEAVY"
"SIEGEL, GREG",2.9,4.1,35,34%,https://www.ratemyprofessors.com/professor/1003594,Film,"GET READY TO READ, TOUGH GRADER, LECTURE HEAVY, BEWARE OF POP QUIZZES, TEST HEAVY, GRADED BY FEW THINGS, LOTS OF HOMEWORK"
"WOO, BRANDON",4.8,2.0,6,100%,https://www.ratemyprofessors.com/professor/3068554,Psychology,"CLEAR GRADING CRITERIA, CARING, GRADED BY FEW THINGS, PARTICIPATION MATTERS, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS, RESPECTED"
"ALLEN, COLIN",3.8,3.4,5,60%,https://www.ratemyprofessors.com/professor/2987737,Philosophy,"AMAZING LECTURES, EXTRA CREDIT, INSPIRATIONAL, RESPECTED, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS, GRADED BY FEW THINGS"
"HAYNES, REAGAN",2.7,1.7,3,33%,https://www.ratemyprofessors.com/professor/2914500,Fine Arts,"PARTICIPATION MATTERS, GROUP PROJECTS, GRADED BY FEW THINGS"
"HAGHIGHI, MEHDI",4.0,3.0,2,100%,https://www.ratemyprofessors.com/professor/3109447,Political Science,"PARTICIPATION MATTERS, EXTRA CREDIT, AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS"
"BRUHN, KATHLEEN",3.4,3.2,101,55%,https://www.ratemyprofessors.com/professor/43810,Political Science,"GET READY TO READ, TOUGH GRADER, GRADED BY FEW THINGS, LECTURE HEAVY, AMAZING LECTURES, SO MANY PAPERS, RESPECTED"
"DONNELLY, BRIAN",4.4,2.8,49,86%,https://www.ratemyprofessors.com/professor/1406076,English,"AMAZING LECTURES, GRADED BY FEW THINGS, HILARIOUS, GET READY TO READ, CARING, TOUGH GRADER, ACCESSIBLE OUTSIDE CLASS"
"BAHAM, MELINDA",3.9,2.5,30,80%,https://www.ratemyprofessors.com/professor/2914518,Psychology,"CARING, CLEAR GRADING CRITERIA, AMAZING LECTURES, GIVES GOOD FEEDBACK, LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, SO MANY PAPERS"
"ANDERSON, KEVIN",3.7,2.8,26,57%,https://www.ratemyprofessors.com/professor/1399333,Sociology,"GRADED BY FEW THINGS, GET READY TO READ, CLEAR GRADING CRITERIA, BEWARE OF POP QUIZZES, RESPECTED, LECTURE HEAVY, AMAZING LECTURES"
"STOLL, HEATHER",3.4,3.5,21,45%,https://www.ratemyprofessors.com/professor/524663,Political Science,"CLEAR GRADING CRITERIA, LOTS OF HOMEWORK, TOUGH GRADER, PARTICIPATION MATTERS, LECTURE HEAVY, GROUP PROJECTS, TEST HEAVY, GRADED BY FEW THINGS, CARING"
"MAHDAVI, PAASHA",4.4,3.4,19,84%,https://www.ratemyprofessors.com/professor/2533812,Political Science,"CARING, RESPECTED, CLEAR GRADING CRITERIA, LOTS OF HOMEWORK, TOUGH GRADER, LECTURE HEAVY, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES"
"CHARRY, JON",4.0,3.0,6,83%,https://www.ratemyprofessors.com/professor/3017822,Philosophy,"AMAZING LECTURES, CARING, ACCESSIBLE OUTSIDE CLASS, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, LECTURE HEAVY, GET READY TO READ"
"MUNDAY, LIZ",5.0,1.6,5,100%,https://www.ratemyprofessors.com/professor/3117727,Sociology,"HILARIOUS, GET READY TO READ, CARING, AMAZING LECTURES, GIVES GOOD FEEDBACK, RESPECTED"
"FELDWINN, DARBY",3.0,4.2,241,30%,https://www.ratemyprofessors.com/professor/1346549,Chemistry,"TOUGH GRADER, LOTS OF HOMEWORK, TEST HEAVY, SKIP CLASS? YOU WON'T PASS., LECTURE HEAVY, EXTRA CREDIT, CARING, ACCESSIBLE OUTSIDE CLASS"
"VEGA, JULIO",5.0,2.5,4,100%,https://www.ratemyprofessors.com/professor/2390052,Classics,"AMAZING LECTURES, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS, GIVES GOOD FEEDBACK, INSPIRATIONAL, HILARIOUS, CARING"
"ICHIBA, TOMOYUKI",3.7,2.9,17,72%,https://www.ratemyprofessors.com/professor/1539079,Statistics,"CARING, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, EXTRA CREDIT, CLEAR GRADING CRITERIA, RESPECTED"
"BARRY, CARAGH",2.4,4.3,16,18%,https://www.ratemyprofessors.com/professor/2282678,Spanish,"TOUGH GRADER, PARTICIPATION MATTERS, LOTS OF HOMEWORK, CARING, SKIP CLASS? YOU WON'T PASS."
"UMANA, JEANNE",2.6,1.7,7,N/A,https://www.ratemyprofessors.com/professor/37034,Law,"TOUGH GRADER, LOTS OF HOMEWORK, LECTURE HEAVY"
"KLEIN, STANLEY",4.3,2.6,210,83%,https://www.ratemyprofessors.com/professor/277079,Psychology,"AMAZING LECTURES, GRADED BY FEW THINGS, HILARIOUS, INSPIRATIONAL, RESPECTED, LECTURE HEAVY, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, CARING"
"MA, DZWOKAI",3.2,4.5,51,48%,https://www.ratemyprofessors.com/professor/568490,Biology,"TOUGH GRADER, TEST HEAVY, GRADED BY FEW THINGS, LECTURE HEAVY, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, AMAZING LECTURES, EXTRA CREDIT"
"TSOUNA, VOULA",3.9,3.0,50,82%,https://www.ratemyprofessors.com/professor/89483,Philosophy,"GET READY TO READ, GRADED BY FEW THINGS, AMAZING LECTURES, LECTURE HEAVY, INSPIRATIONAL, TOUGH GRADER, PARTICIPATION MATTERS"
"DELOMBARD, JEANNINE",2.5,4.1,41,20%,https://www.ratemyprofessors.com/professor/2091910,English,"TOUGH GRADER, GET READY TO READ, GRADED BY FEW THINGS, LECTURE HEAVY, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, LOTS OF HOMEWORK"
"GONZALES, AMY",2.8,3.4,37,35%,https://www.ratemyprofessors.com/professor/2518008,Communication,"TOUGH GRADER, GET READY TO READ, LECTURE HEAVY, TEST HEAVY, GRADED BY FEW THINGS, GROUP PROJECTS, CLEAR GRADING CRITERIA, EXTRA CREDIT, GIVES GOOD FEEDBACK, CARING"
"WHITEHEAD, KEVIN",4.4,3.0,34,81%,https://www.ratemyprofessors.com/professor/1158051,Sociology,"CARING, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, HILARIOUS, GRADED BY FEW THINGS, RESPECTED, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS"
"DODGE, SOMAYEH",3.5,3.3,13,53%,https://www.ratemyprofessors.com/professor/2657627,Geography,"PARTICIPATION MATTERS, GROUP PROJECTS, CLEAR GRADING CRITERIA, CARING, AMAZING LECTURES, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER"
"RUPERT, PETER",2.8,3.7,102,30%,https://www.ratemyprofessors.com/professor/1098627,Economics,"TOUGH GRADER, TEST HEAVY, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, LECTURE HEAVY, GRADED BY FEW THINGS"
"AMBRUSTER-SANDOVAL, RALPH",4.2,2.4,42,100%,https://www.ratemyprofessors.com/professor/172227,Ethnic Studies,"INSPIRATIONAL, AMAZING LECTURES, CARING, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, GIVES GOOD FEEDBACK, CLEAR GRADING CRITERIA"
"SALDIVAR, TANAKA",4.1,2.3,7,66%,https://www.ratemyprofessors.com/professor/1553008,Anthropology,"GROUP PROJECTS, GET READY TO READ, PARTICIPATION MATTERS, AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, RESPECTED"
"MARTIN, DANIEL",5.0,3.3,3,100%,https://www.ratemyprofessors.com/professor/3108841,Economics,"AMAZING LECTURES, CARING, HILARIOUS"
"BARND, NATCHEE",5.0,1.0,1,100%,https://www.ratemyprofessors.com/professor/3144070,History,None
"LOW, SENG",2.4,4.3,240,21%,https://www.ratemyprofessors.com/professor/1256774,Biology,"TEST HEAVY, TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS, HILARIOUS, GROUP PROJECTS"
"BERMUDEZ, SILVIA",3.1,3.3,53,20%,https://www.ratemyprofessors.com/professor/549479,Languages,"GET READY TO READ, PARTICIPATION MATTERS, TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK"
"ALVES, JAIME",2.8,3.2,22,45%,https://www.ratemyprofessors.com/professor/2558342,Black Studies,"GET READY TO READ, PARTICIPATION MATTERS, TOUGH GRADER, GRADED BY FEW THINGS, AMAZING LECTURES, LECTURE HEAVY, EXTRA CREDIT, SO MANY PAPERS"
"CAMSARI, KEREM",4.8,2.8,9,100%,https://www.ratemyprofessors.com/professor/2960689,Engineering,"AMAZING LECTURES, CARING, INSPIRATIONAL, LECTURE HEAVY, TEST HEAVY, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS"
"PALANIAPPAN, V.",2.9,3.5,21,52%,https://www.ratemyprofessors.com/professor/3041445,Statistics,"TEST HEAVY, CARING, GET READY TO READ, TOUGH GRADER, CLEAR GRADING CRITERIA"
"BUI, AN",1.0,5.0,1,N/A,https://www.ratemyprofessors.com/professor/3079583,Biology,TOUGH GRADER
"GERMAN, TAMSIN",4.5,2.0,209,92%,https://www.ratemyprofessors.com/professor/289948,Psychology,"AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, HILARIOUS, GRADED BY FEW THINGS, ONLINE SAVVY, RESPECTED"
"MILLER, JACK",4.7,2.0,49,97%,https://www.ratemyprofessors.com/professor/2889823,Statistics,"CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, EXTRA CREDIT, GIVES GOOD FEEDBACK, INSPIRATIONAL, RESPECTED"
"ALDANA, GERARDO",3.1,3.6,48,100%,https://www.ratemyprofessors.com/professor/421368,Ethnic Studies,"EXTRA CREDIT, GROUP PROJECTS, AMAZING LECTURES, INSPIRATIONAL, HILARIOUS, RESPECTED, GRADED BY FEW THINGS"
"HOLMES, SARAH ",2.8,2.0,47,55%,https://www.ratemyprofessors.com/professor/3044607,Fine Arts,"PARTICIPATION MATTERS, BEWARE OF POP QUIZZES, LECTURE HEAVY, TOUGH GRADER, EXTRA CREDIT, TEST HEAVY, GRADED BY FEW THINGS"
"PAZOS, STEPHANIE",1.0,4.3,24,N/A,https://www.ratemyprofessors.com/professor/3080855,Chemistry,"TOUGH GRADER, LOTS OF HOMEWORK, TEST HEAVY, SO MANY PAPERS, PARTICIPATION MATTERS"
"STREICHAN, SEBASTIAN",4.5,2.8,13,100%,https://www.ratemyprofessors.com/professor/2354923,Physics,"AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, LECTURE HEAVY, GIVES GOOD FEEDBACK, RESPECTED, GRADED BY FEW THINGS, EXTRA CREDIT"
"NATIDO, AMOS",4.1,2.0,8,100%,https://www.ratemyprofessors.com/professor/3149691,Mathematics,"EXTRA CREDIT, CLEAR GRADING CRITERIA, CARING, GIVES GOOD FEEDBACK, RESPECTED, LECTURE HEAVY, GRADED BY FEW THINGS"
"DAI, XIANZHE",2.6,3.5,173,22%,https://www.ratemyprofessors.com/professor/346088,Mathematics,"TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, LOTS OF HOMEWORK, HILARIOUS, LECTURE HEAVY, AMAZING LECTURES, INSPIRATIONAL, CARING, CLEAR GRADING CRITERIA"
"PANDEY, PUJA",4.0,3.0,33,72%,https://www.ratemyprofessors.com/professor/2988389,Statistics,"BEWARE OF POP QUIZZES, AMAZING LECTURES, CARING, TEST HEAVY, GROUP PROJECTS, LECTURE HEAVY, TOUGH GRADER"
"GILMORE, TIMOTHY",3.0,2.6,27,44%,https://www.ratemyprofessors.com/professor/2020145,English,"GET READY TO READ, GRADED BY FEW THINGS, AMAZING LECTURES, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, BEWARE OF POP QUIZZES, ONLINE SAVVY"
"ARENAS-VELAZQUEZ, ERIKA",2.2,3.2,16,25%,https://www.ratemyprofessors.com/professor/2235158,Sociology,"EXTRA CREDIT, LOTS OF HOMEWORK, TOUGH GRADER, GET READY TO READ, GRADED BY FEW THINGS, AMAZING LECTURES, CARING"
"MARTIN, JEN",3.4,2.9,89,60%,https://www.ratemyprofessors.com/professor/1981967,History,"GET READY TO READ, PARTICIPATION MATTERS, LECTURE HEAVY, CARING, SKIP CLASS? YOU WON'T PASS., TOUGH GRADER, SO MANY PAPERS, GRADED BY FEW THINGS"
"ORLANDO, MARK",4.4,2.5,53,83%,https://www.ratemyprofessors.com/professor/1969949,Exercise  Sport Studies,"GROUP PROJECTS, CARING, ACCESSIBLE OUTSIDE CLASS, RESPECTED, INSPIRATIONAL, EXTRA CREDIT, CLEAR GRADING CRITERIA, TEST HEAVY, HILARIOUS, PARTICIPATION MATTERS, LECTURE HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES"
"PELLOW, DAVID",4.9,2.3,40,100%,https://www.ratemyprofessors.com/professor/2151033,Environmental Science  Mgmt.,"INSPIRATIONAL, RESPECTED, AMAZING LECTURES, CARING, GET READY TO READ, HILARIOUS, CLEAR GRADING CRITERIA, EXTRA CREDIT, BEWARE OF POP QUIZZES"
"SEGURA, DENISE",2.0,3.6,28,8%,https://www.ratemyprofessors.com/professor/239947,Sociology,"TOUGH GRADER, GET READY TO READ, GRADED BY FEW THINGS, PARTICIPATION MATTERS, LOTS OF HOMEWORK"
"CHADA, JOE",4.5,2.9,26,92%,https://www.ratemyprofessors.com/professor/2517201,Chemical Engineering,"GROUP PROJECTS, ACCESSIBLE OUTSIDE CLASS, CARING, AMAZING LECTURES, GIVES GOOD FEEDBACK, INSPIRATIONAL, LOTS OF HOMEWORK, LECTURE HEAVY, GRADED BY FEW THINGS"
"TAYLOR, CATHERINE",3.3,3.2,24,54%,https://www.ratemyprofessors.com/professor/2468644,Sociology,"TOUGH GRADER, LOTS OF HOMEWORK, CARING, GET READY TO READ, PARTICIPATION MATTERS, AMAZING LECTURES, EXTRA CREDIT, GIVES GOOD FEEDBACK"
"GRASSET, ELOI",4.6,2.7,17,93%,https://www.ratemyprofessors.com/professor/2146665,Spanish & Portuguese,"PARTICIPATION MATTERS, AMAZING LECTURES, CLEAR GRADING CRITERIA, HILARIOUS, RESPECTED, LECTURE HEAVY, TOUGH GRADER, GET READY TO READ, GIVES GOOD FEEDBACK, GRADED BY FEW THINGS, CARING"
"MALVINNI, DAVID",2.7,2.2,15,33%,https://www.ratemyprofessors.com/professor/2992085,Music,"LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, PARTICIPATION MATTERS, GROUP PROJECTS, LOTS OF HOMEWORK"
"NIELSEN, ERIK",3.9,2.6,42,72%,https://www.ratemyprofessors.com/professor/1254486,Environmental Science,"CLEAR GRADING CRITERIA, HILARIOUS, LECTURE HEAVY, GRADED BY FEW THINGS, GET READY TO READ, AMAZING LECTURES, CARING, ACCESSIBLE OUTSIDE CLASS"
"CARLSON, JEAN",2.8,3.9,29,52%,https://www.ratemyprofessors.com/professor/1477994,Physics,"LOTS OF HOMEWORK, LECTURE HEAVY, TOUGH GRADER, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, CLEAR GRADING CRITERIA, CARING"
"MILDENBERGER, MATTO",4.0,3.3,26,73%,https://www.ratemyprofessors.com/professor/2206290,Political Science,"GROUP PROJECTS, LECTURE HEAVY, GET READY TO READ, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, PARTICIPATION MATTERS, CARING, RESPECTED, GRADED BY FEW THINGS"
"MOREJON, CAROL",5.0,3.0,1,100%,https://www.ratemyprofessors.com/professor/3153468,Spanish,"PARTICIPATION MATTERS, LOTS OF HOMEWORK, CARING"
"EL-HASAN, HASAN",4.9,2.3,17,100%,https://www.ratemyprofessors.com/professor/3121401,Mathematics,"CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, RESPECTED, HILARIOUS, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS"
"CARR, DAVID",4.4,2.7,14,100%,https://www.ratemyprofessors.com/professor/748114,Geography,"INSPIRATIONAL, CARING, RESPECTED, EXTRA CREDIT, AMAZING LECTURES, ONLINE SAVVY, LECTURE HEAVY"
"SANTORO, ALYSON",5.0,2.2,6,100%,https://www.ratemyprofessors.com/professor/2355075,Biology,"CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, RESPECTED, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., LECTURE HEAVY, CARING, ACCESSIBLE OUTSIDE CLASS"
"BAKSHI, RHEA",4.2,2.9,28,82%,https://www.ratemyprofessors.com/professor/3042736,Mathematics,"CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, EXTRA CREDIT, TEST HEAVY, GIVES GOOD FEEDBACK, RESPECTED"
"WILSON, JUSTIN",3.7,3.5,10,60%,https://www.ratemyprofessors.com/professor/3150990,Chemistry,"LECTURE HEAVY, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, GIVES GOOD FEEDBACK, GRADED BY FEW THINGS"
"DIGESER, ELIZABETH",2.8,3.7,111,48%,https://www.ratemyprofessors.com/professor/464938,History,"GET READY TO READ, LECTURE HEAVY, TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., GRADED BY FEW THINGS, PARTICIPATION MATTERS"
"BERNT, CHRISTOPHER",2.9,3.7,89,50%,https://www.ratemyprofessors.com/professor/2184986,Chemistry,"TEST HEAVY, LOTS OF HOMEWORK, TOUGH GRADER, PARTICIPATION MATTERS, GRADED BY FEW THINGS, LECTURE HEAVY, CARING, ONLINE SAVVY"
"WARE, RUDOLPH",3.3,2.9,28,57%,https://www.ratemyprofessors.com/professor/2499604,History,"AMAZING LECTURES, LECTURE HEAVY, GRADED BY FEW THINGS, GET READY TO READ, INSPIRATIONAL, TEST HEAVY, CLEAR GRADING CRITERIA"
"SANTIAGO, MARVIN",1.3,4.7,9,N/A,https://www.ratemyprofessors.com/professor/3143978,Chemistry,"TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER"
"RIOS, VICTOR",4.1,2.0,98,66%,https://www.ratemyprofessors.com/professor/1253214,Sociology,"RESPECTED, INSPIRATIONAL, GET READY TO READ, EXTRA CREDIT, AMAZING LECTURES, PARTICIPATION MATTERS, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, CARING, TOUGH GRADER, GRADED BY FEW THINGS"
"WATTS, ANDREW",4.0,1.8,4,75%,https://www.ratemyprofessors.com/professor/2665675,Music,"AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, HILARIOUS, ACCESSIBLE OUTSIDE CLASS"
"RIOUX, MATT",4.4,3.0,35,80%,https://www.ratemyprofessors.com/professor/2265040,Geology,"CARING, RESPECTED, LECTURE HEAVY, AMAZING LECTURES, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, INSPIRATIONAL"
"ANDREA, BERNADETTE",4.1,2.9,24,70%,https://www.ratemyprofessors.com/professor/2386798,English,"GET READY TO READ, PARTICIPATION MATTERS, AMAZING LECTURES, INSPIRATIONAL, CARING, RESPECTED, CLEAR GRADING CRITERIA, LECTURE HEAVY, SO MANY PAPERS, LOTS OF HOMEWORK"
"LOKSHTANOV, DANIEL",3.7,4.1,20,60%,https://www.ratemyprofessors.com/professor/2469933,Computer Science,"LECTURE HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES, LOTS OF HOMEWORK, TOUGH GRADER, CARING"
"AFARY, JANET",3.8,2.6,14,80%,https://www.ratemyprofessors.com/professor/1422158,Religion,"GET READY TO READ, LECTURE HEAVY, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, RESPECTED, ACCESSIBLE OUTSIDE CLASS, TEST HEAVY"
"BOYLAND, PETER",1.9,4.4,20,15%,https://www.ratemyprofessors.com/professor/3003411,Computer Science,"LOTS OF HOMEWORK, TOUGH GRADER, GRADED BY FEW THINGS, GET READY TO READ, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, INSPIRATIONAL, AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS"
"MCDONALD, KATE",4.5,2.3,20,90%,https://www.ratemyprofessors.com/professor/2182410,History,"GET READY TO READ, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, LECTURE HEAVY, LOTS OF HOMEWORK"
"VIGNA, GIOVANNI",3.8,4.1,7,50%,https://www.ratemyprofessors.com/professor/1264467,Computer Science,"GROUP PROJECTS, LOTS OF HOMEWORK, SO MANY PAPERS"
"BIBILASHVILI, TENGIZ",4.6,3.2,85,96%,https://www.ratemyprofessors.com/professor/1831205,Physics,"CARING, HILARIOUS, AMAZING LECTURES, RESPECTED, INSPIRATIONAL, LECTURE HEAVY, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS"
"NARANG, NEIL",4.8,3.1,60,98%,https://www.ratemyprofessors.com/professor/1983498,Political Science,"RESPECTED, AMAZING LECTURES, GET READY TO READ, CARING, HILARIOUS, INSPIRATIONAL, GIVES GOOD FEEDBACK"
"NATHAN, JON",2.4,3.2,32,34%,https://www.ratemyprofessors.com/professor/653777,Music,"TOUGH GRADER, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GET READY TO READ, GIVES GOOD FEEDBACK, LOTS OF HOMEWORK"
"PHILLIPS, MARION",5.0,2.8,4,100%,https://www.ratemyprofessors.com/professor/2807649,French,"CARING, GROUP PROJECTS, ONLINE SAVVY, PARTICIPATION MATTERS, AMAZING LECTURES, LOTS OF HOMEWORK, RESPECTED"
"NERELLA, TEJASWI",3.7,4.0,3,66%,https://www.ratemyprofessors.com/professor/3015715,Physics,"GET READY TO READ, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING, ACCESSIBLE OUTSIDE CLASS"
"FLANAGIN, ANDREW",3.6,4.0,148,56%,https://www.ratemyprofessors.com/professor/23375,Communication,"GET READY TO READ, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, RESPECTED, TEST HEAVY, HILARIOUS, ACCESSIBLE OUTSIDE CLASS, INSPIRATIONAL, CLEAR GRADING CRITERIA, LECTURE HEAVY, GRADED BY FEW THINGS"
